"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Innovation in a regulated environment? : Legal barriers for e-government development","https://scispace.com/paper/innovation-in-a-regulated-environment-legal-barriers-for-e-wlkvn2lzka","2009","Journal Article","International Journal of Public Information Systems","Göran Goldkuhl","","https://scispace.com/pdf/innovation-in-a-regulated-environment-legal-barriers-for-e-wlkvn2lzka.pdf","This paper explores the contrast between 1) the rhetoric and visions in Swedish national e-government policy and 2) practical problems in real e-government development. In this respect it particularly explores the possibilities and obstacles for an innovative egovernment development in relation to the highly regulated environment of public administration. The paper uses a case study on e-government development (allowances for personal assistance to disabled persons) for analysis and illustration. Different kinds of regulations are investigated (general administrative regulations, domain-specific regulations, e-government policies) and their roles as barriers and enablers are identified. The value balancing between different sets of regulations is seen as a key issue with regards to how to establish an e-government with a high degree of process innovation. The paper advocates for a value balancing process characterized as a systemic approach with identifying and prioritizing basic values. Value balancing is investigated through a socio-pragmatic framework on institutions and interpreted as a kind of meta-institutional activity.","persons). In their oral and written argumentation they referred only to this set of regulations. In my written memo analysing their arguments and clarifying our value balancing, I gave several references to specific statutes in general administrative regulations (some are mentioned above). Value balancing:
 In the written answer from the officials at the SIA, no single comment concerning this discussion on general administrative regulations and egov policies was provided. This discussion was totally dismissed and the SIA officials once again only referred to the domain-specific regulations. In a meeting where we presented our proposed solution to the SIA officials we also presented the systemic perspective ""the Authority of Sweden"". This presentation was met by surprise and incomprehension. It became obvious that the SIA officials usually did not think of practices outside the borders of the authority. This was joint interpretations and conclusions by the four members of the project group participating in the meeting. Value balancing:
 The diverse ways to conduct value balancing will offer different ramifications. A systemic approach with a priority towards basic values in both general administrative regulations and domain-specific regulations offers possibilities for process redesigns and innovative IT solutions. With this may also follow proposals for changing some detailed regulations that otherwise may constrain the solutions. Value balancing:
 Only prioritizing domain-specific regulations may have more constraining ramifications. To adhere strictly to detailed regulations within the domain will probably not allow for much leeway with regards to other designs of interorganisational processes. A detailed legal status quo will constrain many new ways of configuring work. This approach to value balancing will also filter out egov policies. The public administrators will only see the domain-specific regulations. Value balancing:
 Figure . Value balancing through prioritizing domain-specific regulations ""Prioritization of domain-specific regulations"" and ""systemic prioritization of basic values"" can be seen as two kinds of institutions. The first one relates to the habitual norms of the public administrators at the SIA and these norms were discovered during this inquiry. The second one can be viewed as a proposed norm (""institution in progress"") that was instantiated by the project group. These different norms/institutions can be seen as meta-institutions, i.e. institutions managing other institutions (regulations, policies). These different meta-institutions were enacted during the value balancing process. This study has thus contributed by providing clarification of value balancing as a meta-institutional activity working on institutions (legal statutes and other public norms). This meta-institutional activity may also be governed by some meta-institutions as described above. This analysis is rooted in the socio-pragmatic framework on institutions presented in section 3.2 above."
"Tackling problems, harvesting benefits -- A systematic review of the
  regulatory debate around AI","https://scispace.com/paper/tackling-problems-harvesting-benefits-a-systematic-review-of-2b56m0o5","2022","Posted Content","","","10.5445/ir/1000150432","https://scispace.com/pdf/tackling-problems-harvesting-benefits-a-systematic-review-of-2b56m0o5.pdf","How to integrate an emerging and all-pervasive technology such as AI into the structures and operations of our society is a question of contemporary politics, science and public debate. It has produced a considerable amount of international academic literature from different disciplines. This article analyzes the academic debate around the regulation of artificial intelligence (AI). The systematic review comprises a sample of 73 peer-reviewed journal articles published between January 1st, 2016, and December 31st, 2020. The analysis concentrates on societal risks and harms, questions of regulatory responsibility, and possible adequate policy frameworks, including risk-based and principle-based approaches. The main interests are proposed regulatory approaches and instruments. Various forms of interventions such as bans, approvals, standard-setting, and disclosure are presented. The assessments of the included papers indicate the complexity of the field, which shows its prematurity and the remaining lack of clarity. By presenting a structured analysis of the academic debate, we contribute both empirically and conceptually to a better understanding of the nexus of AI and regulation and the underlying normative decisions. A comparison of the scientific proposals with the proposed European AI regulation illustrates the specific approach of the regulation, its strengths and weaknesses. ","to which providers of high-risk AI systems must register and submit certain information (Art. 60 proposed AIA), will also not contain further information. Additionally, the CE marking (Art. 49 proposed AIA) will not provide such information. Discussion:
 Fourth, in the reviewed literature we often see a missing link between single proposed instruments for specific AI applications and responsibilities and overall regulatory frameworks. Only some authors propose broad hybrid governance frameworks with legal and non-legal dimensions including different regulatory players. They have clear structural ideas of polycentric or layered models, but it remains unclear how to implement different regulatory measures in those metasystems in a robust, holistic, and coherent way. The proposed AIA can also be seen as a hybrid governance framework including monitoring and interventions by governmental agencies, 'regulated self-regulation' approaches in form of standardized self-assessment and self-certification by providers of AI systems, labelling and information instruments, and voluntary codes-of-conduct. It is unclear whether the combination of various elements in the context of the existing legislation can achieve an effective realization of the protection goals. The uncertainty lays within the several objectives of the proposed AIA, in particular, to ensure the internal market and harmonized market rules and at the same time to protect fundamental rights. The coherence of the emerging framework, the interaction of their elements, prevention of regulatory gaps or extensive overlaps and overregulation will remain a continuous task for research. Conclusion:
 This systematic review focuses on the academic debate and the current proposals for the regulation of AI. It provides an overarching regulatory picture by synthesizing the proposals and assessments stemming from literature across different disciplines. Beyond the prevalent assessment that existing legislations are not appropriate for the wide range of AI applications, the results show a partly fragmented, heterogeneous or unspecified field of ideas, and uncovers uncertainty and ambiguities which should serve as a focal point both for further research and political negotiations. Our review did not aim to develop an ideal regulatory model including responsible actors, processes, and instruments. Instead, we have shown that there is already a rich source of scientific knowledge which can be transferred and adopted for regulatory purposes. This stock of knowledge is a viable basis for further research and public discussions that are necessary in many respects, in particular for the evaluation of the emerging regulatory frameworks with respect to effectivity, legitimacy or coherence. Furthermore, the emergence of new AI applications with specific risks requires continuous adaptations of the regulatory frameworks. Conclusion:
 In conclusion, we state that the contribution of unfolding the academic debate lies in evolving, strengthening, or criticizing innovative ideas and approaches regarding regulatory instruments, or to support political decisions and the information flow between separate domains. Many questions surrounding the implementation and regulation of AI remain open, as they are fundamental normative decisions of how societies should handle the benefits and harms that result from AI applications. Many authors of the reviewed articles request a widening of narrow discussions, the encouragement of public debate and the inclusion of affected persons in the process for (further) developing regulatory actions. Only by doing justice to the technical as well as the normative and procedural issues we will achieve the often-proclaimed AI for public good. Appendix -Search operator:
 Selection of keywords in the search terms is based on an initial study of the literature and on previous research."
"Responsive Regulation in Context, Circa 2011","https://scispace.com/paper/responsive-regulation-in-context-circa-2011-445rmnr0dg","2011","","","Cristie Ford
Natasha Affolder","","https://scispace.com/pdf/responsive-regulation-in-context-circa-2011-445rmnr0dg.pdf","In the fall of 2010, the University of British Columbia Faculty of Law welcomed a group of scholars from around the world to consider the state and evolution of responsive regulation, in both theory and practice. The occasion was the presence of Dr. John Braithwaite, the faculty's inaugural Fasken Martineau Senior Visiting Scholar.' Given that we are on the cusp of the twentieth anniversary of Ian Ayres and John Braithwaite's seminal book, Responsive Regulation: Transcending the Deregulation Debate,' it is appropriate that this issue begins with John Braithwaite's own reflections on the responsive regulation project. On one level, the set of essays that follows his can be read as an attempt to advance our understanding of responsive regulation in three substantive areas: tax (see the essays of Judith Freedman and Dennis Ventry), financial regulation (the contributions of Edward Balleisen, Cristie Ford, Janis Sarra, and Dimity Kingsford Smith), and environmental regulation (with essays by Natasha Affolder and Oren Perez). But to segregate this body of work into discrete areas of substantive subject interest is to miss the provocative cross-currents that run between the contributions to this issue. A clear objective of the organizers of this conference was to consciously erode the barriers that prevent learning across subject areas, and across disciplines. The value of these essays, as a collective, lies in the themes that cut across subject areas, in the intellectual doubts that arise from testing responsiveness in diverse contexts, and in the cases where responsive regulation both has and has not worked. The broad conversations emerging from comparisons between diverse regulatory contexts continue to renew, enrich, and add nuance to theories of responsive regulation today, nearly two decades later. Along with reviewing the significance of John Braithwaite's contribution in this issue, this introduction highlights three of these cross-cutting themes in particular: the civic republican potential (or lack thereof) inherent in regulatory interactions; contemporary nodal, networked, or multi-layered conceptions of regulation and governance; and the influence of meta-regulatory or new governance notions of ongoing regulatory learning, and their relationship to the responsive regulatory pyramid.","shifting relationships between revenue authorities and business, providing the example of the work of Her Majesty's Revenue and Customs in the United Kingdom. Janis Sarra illustrates the complex and constantly moving global architecture of state and non-state regulation of structured financial product markets. CRISTIE FORD & NATASHA AFFOLDER: The third cross-cutting theme that we pull out here, which has had a substantial effect on responsive regulation circa 2011, has been the influence of recent work conducted under the aegises of meta-regulation and new governance. One of the key elements of meta-regulation and new govern-21 Heimer, supra note 8 at 665. ance-which John Braithwaite's essay in this issue both embraces, with caveats, and then provocatively advances through a proposal for randomized controlled trials of justice interventions -is the emphasis on embedding learning paradigms and building systematic learning processes into regulatory architecture. The move opens the possibility that incremental tit-for-tat regulatory interactions can be aggregated into context-specific, bottom-up learning, which can feed back into continual improvements to the regulatory approach. Significantly, meta-regulation and new governance envision learning both at the regulatory level, and at the regulatee level, and an energetic feedback loop between them. One of the ways in which responsive regulation circa 2011 is consistent with the multiple-degrees-of-learning mandate is in the development of a more nuanced set of regulatory pyramids. The two original regulatory and enforcement pyramids have been reconceived and recast into a pyramid of supports, and a pyramid of sanctions. Regulators move sequentially all the way through the pyramid of supports and then over to the pyramid of sanctions. The pyramid of supports is designed to support and enlarge the managerial capacities of regulated actors by way of education and persuasion, praise, prizes, and grants. The pyramid of sanctions also locates education and persuasion at its base, but then ratchets up through an alternative set of mechanisms: shaming, regulatory and criminal sanctions, and finally delicensing. Interestingly, the pyramid of supports in particular bears a strong resemblance to the notions of ""benchmarking"", or ""rolling best-practices rulemaking"" that have been developed by experimentalist scholars. The concept here is that the pyramid of supports can ""[pull] the performance of the most innovative actors up through new ceilings"" and simultaneously ""make it easier to increase demands upon laggards."" 26 Whenever one regu-Risks, Solving Problems, and Managing Compliance (Washington, DC: Brookings Institution Press, 2000). lated actor breaks through an old ceiling, regulators convey to others in the same industry that they are expected also to reach that ceiling, either by purchasing a leading actor's technology (providing that actor with a potential source of profit) or by inventing their own. Regulatory standards actually ""roll"", in that they are keyed to leaders' productive innovations rather than to static industry practices, or the lowest common denominator. The authors in this issue engage with the notion of learning-by-doing by trying to excavate what actually happens within street-level regulation. Doing so highlights the complexity, the contingency, and the challenge associated with both implementing responsive regulation well on the front lines, and building in the learning systems and habits needed to scale those experienced up to a regulatory system level. In this regard, some of the essays in this issue are more cautious about the feasibility of responsive regulation than is John Braithwaite himself. Some authors might take at least some issue with his claim that responsive regulation can be equated with another challenging task that we leave to ""people of ordinary talents"": parenting. A number of authors identify a preference in the literature for a focus on"
"Responsive Regulation in Context, Circa 2011","https://scispace.com/paper/responsive-regulation-in-context-circa-2011-4v3ad13mzh","2011","Journal Article","Social Science Research Network","Cristie Ford
Natasha Affolder","10.2139/SSRN.2008498","https://scispace.com/pdf/responsive-regulation-in-context-circa-2011-4v3ad13mzh.pdf","In the fall of 2010, the University of British Columbia Faculty of Law welcomed a group of scholars from around the world to consider the state and evolution of responsive regulation, in both theory and practice. The occasion was the presence of Dr. John Braithwaite, the faculty's inaugural Fasken Martineau Senior Visiting Scholar.' Given that we are on the cusp of the twentieth anniversary of Ian Ayres and John Braithwaite's seminal book, Responsive Regulation: Transcending the Deregulation Debate,' it is appropriate that this issue begins with John Braithwaite's own reflections on the responsive regulation project. On one level, the set of essays that follows his can be read as an attempt to advance our understanding of responsive regulation in three substantive areas: tax (see the essays of Judith Freedman and Dennis Ventry), financial regulation (the contributions of Edward Balleisen, Cristie Ford, Janis Sarra, and Dimity Kingsford Smith), and environmental regulation (with essays by Natasha Affolder and Oren Perez). But to segregate this body of work into discrete areas of substantive subject interest is to miss the provocative cross-currents that run between the contributions to this issue. A clear objective of the organizers of this conference was to consciously erode the barriers that prevent learning across subject areas, and across disciplines. The value of these essays, as a collective, lies in the themes that cut across subject areas, in the intellectual doubts that arise from testing responsiveness in diverse contexts, and in the cases where responsive regulation both has and has not worked. The broad conversations emerging from comparisons between diverse regulatory contexts continue to renew, enrich, and add nuance to theories of responsive regulation today, nearly two decades later. Along with reviewing the significance of John Braithwaite's contribution in this issue, this introduction highlights three of these cross-cutting themes in particular: the civic republican potential (or lack thereof) inherent in regulatory interactions; contemporary nodal, networked, or multi-layered conceptions of regulation and governance; and the influence of meta-regulatory or new governance notions of ongoing regulatory learning, and their relationship to the responsive regulatory pyramid.","shifting relationships between revenue authorities and business, providing the example of the work of Her Majesty's Revenue and Customs in the United Kingdom. Janis Sarra illustrates the complex and constantly moving global architecture of state and non-state regulation of structured financial product markets. CRISTIE FORD & NATASHA AFFOLDER: The third cross-cutting theme that we pull out here, which has had a substantial effect on responsive regulation circa 2011, has been the influence of recent work conducted under the aegises of meta-regulation and new governance. One of the key elements of meta-regulation and new govern-21 Heimer, supra note 8 at 665. ance-which John Braithwaite's essay in this issue both embraces, with caveats, and then provocatively advances through a proposal for randomized controlled trials of justice interventions -is the emphasis on embedding learning paradigms and building systematic learning processes into regulatory architecture. The move opens the possibility that incremental tit-for-tat regulatory interactions can be aggregated into context-specific, bottom-up learning, which can feed back into continual improvements to the regulatory approach. Significantly, meta-regulation and new governance envision learning both at the regulatory level, and at the regulatee level, and an energetic feedback loop between them. One of the ways in which responsive regulation circa 2011 is consistent with the multiple-degrees-of-learning mandate is in the development of a more nuanced set of regulatory pyramids. The two original regulatory and enforcement pyramids have been reconceived and recast into a pyramid of supports, and a pyramid of sanctions. Regulators move sequentially all the way through the pyramid of supports and then over to the pyramid of sanctions. The pyramid of supports is designed to support and enlarge the managerial capacities of regulated actors by way of education and persuasion, praise, prizes, and grants. The pyramid of sanctions also locates education and persuasion at its base, but then ratchets up through an alternative set of mechanisms: shaming, regulatory and criminal sanctions, and finally delicensing. Interestingly, the pyramid of supports in particular bears a strong resemblance to the notions of ""benchmarking"", or ""rolling best-practices rulemaking"" that have been developed by experimentalist scholars. The concept here is that the pyramid of supports can ""[pull] the performance of the most innovative actors up through new ceilings"" and simultaneously ""make it easier to increase demands upon laggards."" 26 Whenever one regu-Risks, Solving Problems, and Managing Compliance (Washington, DC: Brookings Institution Press, 2000). lated actor breaks through an old ceiling, regulators convey to others in the same industry that they are expected also to reach that ceiling, either by purchasing a leading actor's technology (providing that actor with a potential source of profit) or by inventing their own. Regulatory standards actually ""roll"", in that they are keyed to leaders' productive innovations rather than to static industry practices, or the lowest common denominator. The authors in this issue engage with the notion of learning-by-doing by trying to excavate what actually happens within street-level regulation. Doing so highlights the complexity, the contingency, and the challenge associated with both implementing responsive regulation well on the front lines, and building in the learning systems and habits needed to scale those experienced up to a regulatory system level. In this regard, some of the essays in this issue are more cautious about the feasibility of responsive regulation than is John Braithwaite himself. Some authors might take at least some issue with his claim that responsive regulation can be equated with another challenging task that we leave to ""people of ordinary talents"": parenting. A number of authors identify a preference in the literature for a focus on"
"Role-plays for CALL: System Architecture and Resources","https://scispace.com/paper/role-plays-for-call-system-architecture-and-resources-1xwa998kv7","2008","","","Sabrina Wilske
Magdalena Wolska","","https://scispace.com/pdf/role-plays-for-call-system-architecture-and-resources-1xwa998kv7.pdf","We present a system architecture for roleplay-like dialogue exercises for computerassisted language learning (CALL). Our ultimate goal is to (i) provide learners with flexible dialogue exercises which facilitate practising interactive skills in a variety of typical communicative scenarios, and (ii) provide teachers and CALL content developers with an environment which would allow them to create and maintain resources needed for such exercises in an easy way. The modularity of our dialogue exercise architecture is motivated by the envisioned distribution of labour in resources authoring between language experts (linguistic resources) and knowledge engineering experts (domain models for the dialogue scenarios).","hand, there may be domains that can be represented with less complex data structures, on the other hand, there might be domains that require a more complex ontology than those we developed so far, and thus require different ways to instantiate the microworld. Conclusion:
 Given that one of our goals is an easy authoring process for non-experts, we have to think of ways of making the authoring process of the domain model easier and more intuitive than it is now. We also want to include a representation of parameters related such criteria as the proficiency level, the register, and the socio-cultural context."
"Highly interpretable hierarchical deep rule-based classifier","https://scispace.com/paper/highly-interpretable-hierarchical-deep-rule-based-classifier-4wyfll0r5v","2020","Journal Article","Applied Soft Computing","Xiaowei Gu
Plamen Angelov
Plamen Angelov","10.1016/J.ASOC.2020.106310","","","Keywords: Deep rule-based, Hierarchical, Prototype-based, Self-organizing"
"Conceptualisation of rights and meta-rule of law for the web of data","https://scispace.com/paper/conceptualisation-of-rights-and-meta-rule-of-law-for-the-web-41gyym8er0","2015","Journal Article","Democracia Digital e Governo Eletrônico","Pompeu Casanovas","","https://scispace.com/pdf/conceptualisation-of-rights-and-meta-rule-of-law-for-the-web-41gyym8er0.pdf","This article deals with some regulatory and legal problems of the Web of Data. Data and metadata are defined. Digital Rights Management (DRM) and Rights Expression Languages (REL) are introduced. Open Digital Rights Language (ODRL), Licensed Linked Data Resources (LLDR) and Creative Commons Licenses are referred. The development of REL by means of Ontology Design Patterns such as LLDR, or Open Licenses sustained by Policy Models such as ODRL, situates the discussion on metadata at the regulatory level. With the development of the Web of Data the Rule of Law needs to evolve to a Meta-Rule of Law, incorporating tools to regulate and monitor the semantic layer of the Web. This means reflecting on the construction of a new public dimension space for the exercise of rights.","Law: This is the domain of Meta-Rule of Law that should be worked out. Pointing at unique identifiers (uid) to connect REL with the outside world is not enough. There is no point at replicating meaning in an ostensive way. Meta-Rule of Law:
 I have introduced elsewhere the notions of normative Semantic Web Regulatory Models (nSWRM), and institutional Semantic Web Regulatory Models (iSWRM) to perform this kind of connection (CASANOVAS, 2015). Global ethics, hard and soft law, policies, and standards, should be addressed in a theoretical way as components of intermediate institutions to build the public dimension of a more consistent society. Meta-Rule of Law:
 The Rule of Law, then, the restriction of the arbitrary exercise of power by subordinating it to the scope of well-defined laws, could be internally fleshed out. There is no need for change the fundamental notion. But we should take care of the restriction of the arbitrary exercise of power through data by subordinating it to the scope of well-defined metadata. Acknowledgments:
 This research has been partially funded by the following related projects. RTC-2014-2946-7: CROWDS eAssessment, Ministerio de Economía y Competitividad (MEC), Gobierno de España; RTC-2014-2666-7: Info_COR: Módulo de servicios para la implementación del equilibrio entre empresa y consumidor en la resolución online de reclamaciones de consumo; MEC; DER2012-39492-C02-01 CROWDSOURCING: instrumentos semánticos para el desarrollo de la participacion y la mediacion online, MEC."
"Legal Compliance by Design (LCbD) and through Design (LCtD): Preliminary Survey.","https://scispace.com/paper/legal-compliance-by-design-lcbd-and-through-design-lctd-10uzm1etkq","2017","","","Pompeu Casanovas
Jorge González-Conejero
Louis de Koker","","https://scispace.com/pdf/legal-compliance-by-design-lcbd-and-through-design-lctd-10uzm1etkq.pdf","The purpose of this paper is twofold: (i) carrying out a preliminary survey of the literature and research projects on Compliance by Design (CbD); and (ii) clarifying the double process of (a) extending business managing techniques to other regulatory fields, and (b) converging trends in legal theory, legal technology and Artificial Intelligence. The paper highlights the connections and differences we found across different domains and proposals. We distinguish three different policydriven types of CbD: (i) business, (ii) regulatory, (iii) and legal. The recent deployment of ethical views, and the implementation of general principles of privacy and data protection lead to the conclusion that, in order to appropriately define legal compliance, Compliance through Design (CtD) should be differentiated from CbD.","enactment: ""Compliance Proceedings of the 1st Workshop on Technologies for Regulatory Compliance tasks and especially compliance enactment tasks have been neglected, as they are mentioned in only 16% and 4% of the referenced studies reviewed, respectively"" . Legal Compliance through Design (LCtD):
 Besides, beyond business processes, modelling law is not an easy task: ""Just as courts must struggle to interpret the law when ambiguities are present, so must users, be they requirements engineers or developers, make crucial interpretation decisions during requirements gathering and software design"" . Legal Compliance through Design (LCtD):
 Especially at the crossroads of liberty and security -e.g. in constitutional principles, privacy and data protection-legal compliance enactment requires further information and conditions that can be modelled, but not hard-modelled   . Computational requirements and social conditions as described in social sciences overlap but are not identical. Decisions have to be made at each stage of the modelling process. Conversely, legal conceptual models require selecting and using formal languages that are not meant to capture all relevant elements at the same time . Legal Compliance through Design (LCtD):
 Still, artificial intelligence techniques enhance legal reasoning. Technology certainly eases the tasks of annotating, enriching, classifying, clustering and retrieving content, but also adds complexity to basic legal inferential operations such as interpretation, application, implementation, and enforcement. This means that there is a need both for representation languages and for intermediate regulatory models to anchor them into real settings and organisations. The assumption that laws are embedded in selfcontained documents where their semantics can be automatically or semi-automatically extracted, applied, and eventually enforced does not hold if it is not complemented with regulatory instruments especially tailored to blend compliance systems with their human interfaces, uses and environments. It is our contention that this hybridation process deserves a closer attention. This is not new, and there is a common awareness about the difficulties raised by algorithmic governance and linked open data analysis in this field. Moving from a natural language legal text to the respective set of machine-readable conditions is a real challenge, still under development . ""Public information chains""  and the notion of ""near-compliance""  (applying strategies and tactics from the beginning, at the preconceptual modelling process) have already been advanced to cope with human-machine interfaces when privacy and public values, policies, and principles are at stake. The European Legislation Identifier (ELI)  fosters citizens' participation in law-making and regulations . Legal Compliance through Design (LCtD):
 After having examined the state of the art in law and the web of data , and the regulation of big data , we would like to suggest the concept of Legal Compliance through Design (LCtD) to complement LCbD by recognizing the role of social, political, and economic conditions (as pre-conditions) and governance and ethical requirements (as constraints) when designing legal compliance, encompassing norms and principles that require a balancing of competing rights, obligations or policies."
"Design of a declarative language for task-oriented grasping and tool-use with dextrous robotic hands","https://scispace.com/paper/design-of-a-declarative-language-for-task-oriented-grasping-44thd92mk0","2014","","","Sven Schneider","10.18418/978-3-96043-012-4","https://scispace.com/pdf/design-of-a-declarative-language-for-task-oriented-grasping-44thd92mk0.pdf","Apparently simple manipulation tasks for a human such as transportation or tool use are challenging to replicate in an autonomous service robot. Nevertheless, dextrous manipulation is an important aspect for a robot in many daily tasks. While it is possible to manufacture special-purpose hands for one specific task in industrial settings, a generalpurpose service robot in households must have flexible hands which can adapt to many tasks. Intelligently using tools enables the robot to perform tasks more efficiently and even beyond the designed capabilities. In this work a declarative domain-specific language, called Grasp Domain Definition Language (GDDL), is presented that allows the specification of grasp planning problems independently of a specific grasp planner. This design goal resembles the idea of the Planning Domain Definition Language (PDDL). The specification of GDDL requires a detailed analysis of the research in grasping in order to identify best practices in different domains that contribute to a grasp. These domains describe for instance physical as well as semantic properties of objects and hands. Grasping always has a purpose which is captured in the task domain definition. It enables the robot to grasp an object in a taskdependent manner. Suitable representations in these domains have to be identified and formalized for which a domain-driven software engineering approach is applied. This kind of modeling allows the specification of constraints which guide the composition of domain entity specifications. The domain-driven approach fosters reuse of domain concepts while the constraints enable the validation of models already during design time. A proof of concept implementation of GDDL into the GraspIt! grasp planner is developed. Preliminary results of this thesis have been published and presented on the IEEE International Conference on Robotics and Automation (ICRA).","of the models. For instance, the model, especially the graphical representations, enables developers to communicate with domain experts more easily. In combination with a DSL it can even help to standardize terms, notations or the semantics of concepts within a domain. . Domain modeling:
 Based on a domain analysis the relevant concepts are identified and the overall domain can be decomposed. In a well decomposed system it is easier to identify aspects that concern more than one domain. These aspects should be extracted from the specialpurpose domain models into a general-purpose model which is reusable. In GDDL such general-purpose models are the units models, the geometric relation semantics model or the kinematics model. Some candidates that should be separated out are the object representation from which certain concepts are also required by e.g. the perception or a world model. By decomposing the domains and identifying their interfaces or interactions a more focused extension of the individual domains is enabled. While the goal of this thesis the identification of the domains related to grasping and describe their coarse models there are experts that concentrate only on one of the domains. For instance, an expert in grasp semantics can contribute to the manipulator domain and does not have to care about the formal models of the object. . Domain modeling:
 In the models certain patterns can be identified as well as stable aspects of a domain. For example, forces and torques that occur during task execution will always be a major concern in determining grasp stability. A detailed domain analysis also reveals hidden assumptions or implicit conventions that are generally made or used in a domain. For example, GraspIt! assumes that all quantities of length are provided in millimeters while ROS assumes that lengths are meters. The domain analysis leading to GDDL's models for instance has shown that grasping does not just concern an object and a hand. Instead, grasping has always a purpose that is defined in a task. Many research efforts assume that the task is simple such as transporting or holding, but don't specify this explicitly. . Domain modeling:
 A further features of formal domain metamodels is that they can specify structure on the one hand but on the other hand also behavioral aspects as formal constraints. Models that conform to the metamodels can therefore be validated automatically. This helps to increase the overall robustness as many constraints can be checked already at design time and errors can be found earlier in the software development process. . Domain modeling:
 Another aspect on the software development side is the code generation that is enabled by formal metamodels. Although it has not been used in this thesis, code generated from metamodels increases software robustness as well as it decreases development time since common elements of software don't have to be programmed manually. Robustness is achieved by capturing best practices in code templates. These templates need to be tested and optimized only once and can then be reused over and over again instead of repeatedly reimplementing low-quality code. The distinction of metamodels and conforming models has the benefit that a program's code skeleton can be generated while the configuration of the skeletons is specified in the models. Different model representations can be chosen for example some kind of DSL."
"On requirements representation and reasoning using answer set programming","https://scispace.com/paper/on-requirements-representation-and-reasoning-using-answer-2t7rtkdpwn","2014","Proceedings Article","","Julian Padget
Emad Eldeen Elakehal
Ken Satoh
Fuyuki Ishikawa","10.1109/AIRE.2014.6894854","https://scispace.com/pdf/on-requirements-representation-and-reasoning-using-answer-2t7rtkdpwn.pdf","We describe an approach to the representation of requirements using answer set programming and how this leads to a vision for the role of artificial intelligence techniques in software engineering with a particular focus on adaptive business systems. We outline how the approach has developed over several years through a combination of commercial software development and artificial intelligence research, resulting in: (i) a metamodel that incorporates the notion of runtime requirements, (ii) a formal language for their representation and its supporting computational model (InstAL), and (iii) a software architecture that enables monitoring of distributed systems. The metamodel is the result of several years experience in the development of business systems for e-tailing, while InstAL and the runtime monitor is on-going research to support the specification, verification and application of normative frameworks in distributed intelligent systems. Our approach derives from the view that in order to build agile systems, the components need to be structured more like software that controls robots, in that it is designed to be relatively resilient in the face of a non-deterministic, dynamic, complex environment about which there is incomplete information. Thus, degrees of autonomy become a strength and an opportunity, but must somehow be constrained by informing these autonomous components what should be done in a certain situation or what system state ought to be achieved through norms as expressions of requirements. Because such a system made up of autonomous components is potentially behaviourally complex and not just complicated, it becomes essential to monitor both whether norms/requirements are being fulfilled and if not why not. Finally, because control over the system can be expressed through requirements in the form of data that can be changed, a route is opened to adjustment and dynamic re-direction of running systems.","The experience gained from the development of the above lead to a desire to simplify the creation of such systems through high level specification of business processes, governed by normative frameworks to capture business requirements. We outline the results of that work in the next section. III. A METAMODEL WITH INSTITUTIONS:
 The positive experiences of using multiagent systems for business applications reported in the previous section led us to consider how to make the technology more accessible for software developers and business process designers. Although it is not the only interesting property, the capacity to engineer self-management was chosen as the main focus and influenced the supporting metamodel. The three relevant features of the MSMAS methodology are: (i) a formal specification mechanism for system norms, being the means to express both business rules and system integrity constraints (ii) support for the software reflection of the physical organizational structure, through the use of institutions, and (iii) explicit support for self-management through dynamic planning. Jennings's  Commitments and Conventions Hypothesis states that all coordination mechanisms can ultimately be reduced to (join) commitments and their associated (social) conventions. Conventions do not enforce behaviour, but they do introduce an element of constraint, depending on the chances of detection of non-compliance and on the severity of the consequent sanction. How can observation of conventions be added to component behaviour? The straightforward, and from our point of view unacceptable, approach is to hard code them. A slightly less restrictive solution, called regimentation , is to enforce them at the protocol level so that violation is impossible. The third mechanism, called regulation , relies purely upon norms to provide behavioural direction. This is the true purpose of norms and institutions, operating in conjunction with suitably implemented system components. III. A METAMODEL WITH INSTITUTIONS:
 MSMAS uses a declarative approach to modelling business processes, borrowing from DecSerFlow , which offers an effective way to describe loosely-coupled processes. As a result, unlike conventional graph-oriented workflow languages, which concentrate the designer's attention on ""how"", the focus shifts up a level to ""what"", in which constraints are added to the activity model, along with rules to be observed at run-time. The underlying constraint specification language is based on Linear Temporal Logic (LTL), but the ConDec ++ language  provides a visual notation to express the relationships between two (or more) activities and any desired preconditions. A selected comparison with other methodolo-gies appears in  and a more comprehensive one in . III. A METAMODEL WITH INSTITUTIONS:
 While the above offers a diagrammatic notation, with an underlying formalization, for the capture of business processes and their coordination, there remains the matter of the superstructure into which those activities fit, namely the MSMAS metamodel. An overview of the main components and their relations is given in Figure . III. A METAMODEL WITH INSTITUTIONS:
 Capturing the designer's intent is one part of the story, but it may be incomplete or incorrect, which is why verification is an increasingly important part of designing and building software systems. In , SCIFF is used as the verification tool, checking formal descriptions that are automatically generated from the graphical notation. A forthcoming project, using the metamodel, will implement an export procedure to generate InstAL so that we can interface to the framework and tools described in the next section."
